id,pert_id,pert_iname,cell_iname,pert_type,pert_idose,pert_itime,nsample,ss_ngene,cc_q75,tas,qc_pass,is_hiq,is_ncs_sig,is_exemplar_sig,is_null_sig,moa,target_name,raw_cs,fdr_q_nlog10,norm_cs
CPC017_A549_24H:BRD-K43389675-001-01-3:10,BRD-K43389675,daunorubicin,A549,trt_cp,10 uM,24 h,3,719,0.78,0.757255,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.8115,15.6536,-1.609
CPC017_MCF7_24H:BRD-K43389675-001-01-3:10,BRD-K43389675,daunorubicin,MCF7,trt_cp,10 uM,24 h,2,630,0.4,0.507611,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.8095,15.6536,-1.6049
REP.A006_YAPC_24H:I13,BRD-K21680192,mitoxantrone,YAPC,trt_cp,10 uM,24 h,2,716,0.6815,0.70635,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.8084,15.6536,-1.6029
REP.A004_PC3_24H:J07,BRD-K23677682,voreloxin,PC3,trt_cp,10 uM,24 h,3,494,0.7392,0.611048,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PRKDC,-0.8084,15.6536,-1.6027
PCLB003_A375_24H:BRD-A52530684-003-01-7:10,BRD-A52530684,doxorubicin,A375,trt_cp,10 uM,24 h,3,695,0.72,0.715302,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.8075,15.6536,-1.6011
CPC015_NPC_24H:BRD-K47869605-001-18-9:10,BRD-K47869605,BRD-K47869605,NPC,trt_cp,10 uM,24 h,4,604,0.7,0.657503,0,0,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.8047,15.6536,-1.5954
REP.A015_YAPC_24H:E11,BRD-K56844688,epirubicin,YAPC,trt_cp,0.125 uM,24 h,3,226,0.497,0.338893,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.802,15.6536,-1.5901
PCLB003_MCF7_24H:BRD-A52530684-003-01-7:10,BRD-A52530684,doxorubicin,MCF7,trt_cp,10 uM,24 h,3,579,0.67,0.629807,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.8003,15.6536,-1.5867
AML001_U937_6H:D24,BRD-K43389675,daunorubicin,U937,trt_cp,0.37 uM,6 h,2,346,0.5584,0.444469,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.8001,15.6536,-1.5863
CPC015_HEPG2_6H:BRD-K92093830-003-05-0:10,BRD-K92093830,doxorubicin,HEPG2,trt_cp,10 uM,6 h,2,302,0.53,0.40455,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7985,15.6536,-1.5833
CPC006_HCC515_6H:N01,BRD-A71390734,idarubicin,HCC515,trt_cp,0.08 uM,6 h,3,396,0.6259,0.50342,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7985,15.6536,-1.5832
CPC011_HA1E_6H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,HA1E,trt_cp,10 uM,6 h,2,350,0.48,0.414462,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7981,15.6536,-1.5824
CPC015_MCF7_24H:BRD-A68009927-003-02-9:10,BRD-A68009927,daunorubicin,MCF7,trt_cp,10 uM,24 h,3,695,0.69,0.700241,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7973,15.6536,-1.5809
REP.A020_MCF10A_24H:N06,BRD-K47869605,BRD-K47869605,MCF10A,trt_cp,0.04 uM,24 h,3,512,0.6337,0.57598,0,0,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.7954,15.6536,-1.5771
LCP001_MCF10A.WT_3H:D09,BRD-K92093830,doxorubicin,MCF10A,trt_cp,1.11 uM,3 h,3,185,0.49,0.304449,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7916,15.6536,-1.5695
AICHI001_KMS34_24H:K12,BRD-K21680192,mitoxantrone,KMS34,trt_cp,0.01 uM,24 h,3,155,0.4,0.251783,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7912,15.6536,-1.5688
CPC015_MCF7_24H:BRD-K04548931-003-05-8:10,BRD-K04548931,epirubicin,MCF7,trt_cp,10 uM,24 h,2,531,0.63,0.584855,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7905,15.6536,-1.5674
CPC011_PC3_24H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,PC3,trt_cp,10 uM,24 h,4,734,0.76,0.755241,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7894,15.6536,-1.5652
REP.A015_PC3_24H:E07,BRD-K56844688,epirubicin,PC3,trt_cp,10 uM,24 h,3,734,0.6856,0.717322,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7882,15.6536,-1.5628
EMU001_KMS34_24H:F11,BRD-A52530684,doxorubicin,KMS34,trt_cp,0.04 uM,24 h,2,115,0.4236,0.223181,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.787,15.6536,-1.5603
POL001_HEPG2_24H:N02,BRD-A68009927,daunorubicin,HEPG2,trt_cp,3.33 uM,24 h,3,759,0.82,0.797735,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7844,15.6536,-1.5552
ABY001_NCIH508_XH:BRD-K21680192:10:24,BRD-K21680192,mitoxantrone,NCIH508,trt_cp,10 uM,24 h,3,537,0.72,0.628759,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7837,15.6536,-1.5539
PAC011_U2OS_6H:BRD-K43797669-001-10-6:20,BRD-K43797669,genistein,U2OS,trt_cp,20 uM,6 h,3,100,0.35,0.189175,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.7836,15.6536,-1.5537
CPC014_HCC515_6H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,HCC515,trt_cp,10 uM,6 h,3,442,0.64,0.537813,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7835,15.6536,-1.5534
CPC003_VCAP_6H:BRD-A68009927-003-02-9:10,BRD-A68009927,daunorubicin,VCAP,trt_cp,10 uM,6 h,4,418,0.45,0.438556,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7834,15.6536,-1.5533
REP.A015_JURKAT_24H:E08,BRD-K56844688,epirubicin,JURKAT,trt_cp,3.33 uM,24 h,2,711,0.7697,0.748042,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7818,15.6536,-1.5501
KHW001_U937_6H:BRD-A37630846-001-02-2:1,BRD-A37630846,daunorubicin,U937,trt_cp,1.11 uM,6 h,6,470,0.67,0.567436,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7812,15.6536,-1.5488
PBIOA018_HCC515_24H:O07,BRD-K92093830,doxorubicin,HCC515,trt_cp,10 uM,24 h,3,739,0.71,0.732457,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7786,15.6536,-1.5437
CPC006_VCAP_24H:BRD-A71390734-001-01-7:0.08,BRD-A71390734,idarubicin,VCAP,trt_cp,0.08 uM,24 h,5,365,0.53,0.444749,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7775,15.6536,-1.5416
REP.A015_HELA_24H:C13,BRD-K56334280,amonafide,HELA,trt_cp,10 uM,24 h,3,358,0.5999,0.46861,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.7765,15.6536,-1.5396
REP.A015_HEK293_24H:E07,BRD-K56844688,epirubicin,HEK293,trt_cp,10 uM,24 h,3,752,0.8278,0.797815,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7764,15.6536,-1.5394
CPC014_A549_6H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,A549,trt_cp,10 uM,6 h,3,288,0.59,0.416824,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.7762,15.6536,-1.5389
HOG002_A549_24H:BRD-A68009927-003-02-9:10,BRD-A68009927,daunorubicin,A549,trt_cp,10 uM,24 h,2,598,0.74,0.672662,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7746,15.6536,-1.5357
CPC011_HT29_6H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,HT29,trt_cp,10 uM,6 h,4,522,0.42,0.473468,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7727,15.6536,-1.532
CPD002_MCF7_24H:BRD-K92093830-003-21-7:10,BRD-K92093830,doxorubicin,MCF7,trt_cp,10 uM,24 h,3,655,0.76,0.713441,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7718,15.6536,-1.5302
REP.A022_HEK293_24H:O16,BRD-K82135108,elesclomol,HEK293,trt_cp,0.37 uM,24 h,3,390,0.6135,0.494618,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.771,15.6536,-1.5286
CPC014_MCF7_6H:C06,BRD-K83794624,pirarubicin,MCF7,trt_cp,10 uM,6 h,5,611,0.6828,0.653127,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7709,15.6536,-1.5285
CPC006_AGS_6H:BRD-K82135108-001-01-9:10,BRD-K82135108,elesclomol,AGS,trt_cp,10 uM,6 h,2,185,0.46,0.294982,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.7708,15.6536,-1.5283
REP.B004_A549_24H:J07,BRD-K23677682,voreloxin,A549,trt_cp,2.22 uM,24 h,2,180,0.3302,0.246522,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PRKDC,-0.7675,15.6536,-1.5218
PAC002_U2OS_6H:BRD-K47869605-001-04-9:10,BRD-K47869605,BRD-K47869605,U2OS,trt_cp,10 uM,6 h,2,162,0.39,0.254168,0,0,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.7644,15.6536,-1.5157
PBIOA015_A375_24H:D07,BRD-K43389675,daunorubicin,A375,trt_cp,10 uM,24 h,3,780,0.73,0.763026,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.764,15.6536,-1.5148
CPC011_A549_24H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,A549,trt_cp,10 uM,24 h,3,686,0.75,0.725309,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7621,15.6536,-1.511
CPC020_HT29_6H:BRD-K47869605-001-27-0:10,BRD-K47869605,BRD-K47869605,HT29,trt_cp,10 uM,6 h,4,272,0.41,0.337681,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.7588,15.6536,-1.5045
REP.B012_YAPC_24H:C01,BRD-K00494077,trovafloxacin,YAPC,trt_cp,2.22 uM,24 h,2,536,0.6878,0.613966,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.756,15.6536,-1.499
CPC014_MCF7_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,MCF7,trt_cp,10 uM,24 h,3,87,0.19,0.130007,1,0,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7551,15.6536,-1.4971
CPC014_MCF7_6H:N16,BRD-K85985071,ellipticine,MCF7,trt_cp,10 uM,6 h,5,416,0.5029,0.462507,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.7526,15.6536,-1.4921
CPC004_HCC515_6H:BRD-K04548931-003-05-8:10,BRD-K04548931,epirubicin,HCC515,trt_cp,10 uM,6 h,3,606,0.63,0.624794,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7464,15.6536,-1.48
REP.A018_THP1_24H:N15,BRD-K66615216,moxifloxacin,THP1,trt_cp,1.11 uM,24 h,2,141,0.0283,0.0638754,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.7461,15.6536,-1.4793
CPC004_A375_6H:BRD-K04548931-003-05-8:10,BRD-K04548931,epirubicin,A375,trt_cp,10 uM,6 h,3,602,0.67,0.642194,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.744,15.6536,-1.4752
CPC006_THP1_6H:N01,BRD-A71390734,idarubicin,THP1,trt_cp,0.08 uM,6 h,2,614,0.0785,0.221998,1,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7432,15.6536,-1.4736
PCLB003_PC3_24H:BRD-A52530684-003-01-7:0.04,BRD-A52530684,doxorubicin,PC3,trt_cp,0.04 uM,24 h,3,324,0.6,0.44584,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7427,15.6536,-1.4726
CPC014_HT29_6H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,HT29,trt_cp,10 uM,6 h,5,358,0.5,0.427816,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.7407,15.6536,-1.4685
REP.B023_HT29_24H:O13,BRD-K72951360,valrubicin,HT29,trt_cp,2.22 uM,24 h,2,300,0.5853,0.423721,1,1,1,1,0,DNA inhibitor|Topoisomerase inhibitor,TOP2A,-0.7405,15.6536,-1.4683
PBIOA014_HA1E_24H:C22,BRD-K21680192,mitoxantrone,HA1E,trt_cp,10 uM,24 h,2,469,0.38,0.426883,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7396,15.6536,-1.4664
AML001_HL60_6H:BRD-K43389675:1.11111,BRD-K43389675,daunorubicin,HL60,trt_cp,1.11 uM,6 h,2,717,0.82,0.775349,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7394,15.6536,-1.4659
REP.B011_A549_24H:P19,BRD-A33280134,etoposide,A549,trt_cp,2.22 uM,24 h,2,225,0.3485,0.283154,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.7393,15.6536,-1.4658
CPC006_NOMO1_6H:BRD-A71390734-001-01-7:0.08,BRD-A71390734,idarubicin,NOMO1,trt_cp,0.08 uM,6 h,2,196,0.23,0.214695,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7387,15.6536,-1.4646
REP.A015_THP1_24H:E11,BRD-K56844688,epirubicin,THP1,trt_cp,0.125 uM,24 h,2,195,0.3705,0.271795,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7382,15.6536,-1.4636
ASG003_MCF7_24H:O20,BRD-A37630846,daunorubicin,MCF7,trt_cp,1.11 uM,24 h,4,742,0.824,0.790672,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7379,15.6536,-1.4629
REP.A015_A549_24H:E07,BRD-K56844688,epirubicin,A549,trt_cp,10 uM,24 h,3,696,0.649,0.679607,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7362,15.6536,-1.4597
REP.B015_MDAMB231_24H:E08,BRD-K56844688,epirubicin,MDAMB231,trt_cp,0.74 uM,24 h,2,282,0.3685,0.325967,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7351,15.6536,-1.4575
MOAR001_A375_24H:J01,BRD-K66615216,moxifloxacin,A375,trt_cp,10 uM,24 h,2,155,0.2952,0.216299,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.7349,15.6536,-1.4571
HOG003_A549_24H:BRD-A71390734-001-01-7:1.11,BRD-A71390734,idarubicin,A549,trt_cp,1.11 uM,24 h,3,726,0.74,0.741165,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7347,15.6536,-1.4567
CPC017_HEPG2_6H:BRD-K43389675-001-01-3:10,BRD-K43389675,daunorubicin,HEPG2,trt_cp,10 uM,6 h,3,585,0.63,0.613873,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7329,15.6536,-1.453
CPC011_VCAP_6H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,VCAP,trt_cp,10 uM,6 h,3,555,0.67,0.616616,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7315,15.6536,-1.4504
MUC.CP007_P1A82_24H:C20,BRD-K21680192,mitoxantrone,P1A82,trt_cp,10 uM,24 h,3,765,0.81,0.795983,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7284,15.6536,-1.4443
CPC009_HCC515_6H:BRD-A68009927-001-02-3:10,BRD-A68009927,daunorubicin,HCC515,trt_cp,10 uM,6 h,3,501,0.63,0.568093,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.7231,15.6536,-1.4337
ABY001_NCIH2073_XH:BRD-K21680192:10:24,BRD-K21680192,mitoxantrone,NCIH2073,trt_cp,10 uM,24 h,3,276,0.48,0.368049,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7206,15.3525,-1.4287
CPC004_HA1E_6H:BRD-K04548931-003-05-8:10,BRD-K04548931,epirubicin,HA1E,trt_cp,10 uM,6 h,3,665,0.75,0.714121,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.7204,15.3525,-1.4284
REP.A012_HELA_24H:C01,BRD-K00494077,trovafloxacin,HELA,trt_cp,10 uM,24 h,2,253,0.4642,0.346532,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.7203,15.3525,-1.4282
POL001_JURKAT_24H:C22,BRD-K21680192,mitoxantrone,JURKAT,trt_cp,0.37 uM,24 h,2,739,0.82,0.787154,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7174,15.3525,-1.4224
CPC003_PC3_6H:BRD-K92093830-003-05-0:10,BRD-K92093830,doxorubicin,PC3,trt_cp,10 uM,6 h,4,426,0.45,0.442733,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7158,15.3525,-1.4192
REP.B022_HUVEC.A_24H:O16,BRD-K82135108,elesclomol,HUVEC,trt_cp,0.08 uM,24 h,2,206,0.0419,0.0939445,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.7148,15.3525,-1.4173
CPC013_MCF7_6H:BRD-K56334280-001-01-0:10,BRD-K56334280,amonafide,MCF7,trt_cp,10 uM,6 h,4,387,0.55,0.466517,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.7147,15.3525,-1.4171
HOG002_A549_24H:BRD-K92093830-003-18-3:10,BRD-K92093830,doxorubicin,A549,trt_cp,10 uM,24 h,2,657,0.72,0.695472,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.713,15.3525,-1.4137
GMB001_HL60_24H:BRD-K21680192:10,BRD-K21680192,mitoxantrone,HL60,trt_cp,10 uM,24 h,4,506,0.64,0.575434,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.7119,15.3525,-1.4114
CPC014_HEPG2_6H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,HEPG2,trt_cp,10 uM,6 h,3,546,0.53,0.543957,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7073,5.5802,-1.4023
CPC014_HT29_6H:BRD-K43797669-001-13-0:10,BRD-K43797669,genistein,HT29,trt_cp,10 uM,6 h,5,436,0.54,0.490649,0,0,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.7035,4.5258,-1.3948
ASG003_MCF7_6H:F16,BRD-A71390734,idarubicin,MCF7,trt_cp,12 uM,6 h,5,696,0.7855,0.747667,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.7013,4.335,-1.3905
CPC006_NCIH596_6H:BRD-K82135108-001-01-9:10,BRD-K82135108,elesclomol,NCIH596,trt_cp,10 uM,6 h,2,259,0.56,0.385101,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.6988,4.1855,-1.3856
CPC006_H1299_6H:BRD-A71390734-001-01-7:0.08,BRD-A71390734,idarubicin,H1299,trt_cp,0.08 uM,6 h,2,74,0.34,0.160393,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6977,4.1308,-1.3834
REP.A015_YAPC_24H:C13,BRD-K56334280,amonafide,YAPC,trt_cp,10 uM,24 h,3,486,0.7389,0.605957,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6968,4.089,-1.3815
CPC014_HA1E_6H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,HA1E,trt_cp,10 uM,6 h,3,393,0.63,0.50315,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6922,3.9242,-1.3724
CPC006_HCC515_6H:G18,BRD-K82135108,elesclomol,HCC515,trt_cp,10 uM,6 h,3,168,0.4482,0.277473,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.6892,3.8422,-1.3666
CPC014_PC3_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,PC3,trt_cp,10 uM,24 h,5,312,0.55,0.41888,1,1,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.6881,3.8133,-1.3642
EMU001_OCILY19_24H:F11,BRD-A52530684,doxorubicin,OCILY19,trt_cp,0.04 uM,24 h,3,374,0.6735,0.507499,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6877,3.8043,-1.3635
REP.A020_HUVEC.A_24H:N01,BRD-K47869605,BRD-K47869605,HUVEC,trt_cp,10 uM,24 h,3,526,0.6622,0.596785,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.6877,3.8039,-1.3634
CVD001_HEPG2_6H:BRD-K47869605-001-18-9:10,BRD-K47869605,BRD-K47869605,HEPG2,trt_cp,10 uM,6 h,3,302,0.62,0.437552,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.6848,3.7414,-1.3578
CPC014_NPC_24H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,NPC,trt_cp,10 uM,24 h,3,713,0.76,0.744358,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6818,3.6836,-1.3518
REP.A004_HEK293_24H:N04,BRD-A24228527,ofloxacin,HEK293,trt_cp,0.37 uM,24 h,2,108,0.5945,0.256223,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.6812,3.6723,-1.3506
EMU001_BJAB_3H:C21,BRD-K21680192,mitoxantrone,BJAB,trt_cp,0.66 uM,3 h,3,324,0.5268,0.417759,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.6757,3.5855,-1.3397
ISO002_HCT116.TP53.HR_24H:K11,BRD-K21680192,mitoxantrone,HCT116,trt_cp,0.125 uM,24 h,3,171,0.5599,0.312884,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.6745,3.5687,-1.3373
CPC006_NCIH508_6H:BRD-A71390734-001-01-7:0.08,BRD-A71390734,idarubicin,NCIH508,trt_cp,0.08 uM,6 h,2,114,0.47,0.234063,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6723,3.5404,-1.333
REP.A011_MDAMB231_24H:P19,BRD-A33280134,etoposide,MDAMB231,trt_cp,10 uM,24 h,3,276,0.4214,0.344852,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.6718,3.5341,-1.332
REP.A023_THP1_24H:O13,BRD-K72951360,valrubicin,THP1,trt_cp,10 uM,24 h,2,504,0.5677,0.540885,0,0,1,1,0,DNA inhibitor|Topoisomerase inhibitor,TOP2A,-0.6715,3.5308,-1.3315
CPC014_A375_6H:C06,BRD-K83794624,pirarubicin,A375,trt_cp,10 uM,6 h,2,546,0.3706,0.454862,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6698,3.5108,-1.3279
CPC014_ASC_24H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,ASC,trt_cp,10 uM,24 h,3,242,0.27,0.258476,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6676,3.4915,-1.3237
KHW001_HA1E_6H:BRD-A37630846-001-02-2:1,BRD-A37630846,daunorubicin,HA1E,trt_cp,1.11 uM,6 h,6,430,0.55,0.491752,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.6671,3.4873,-1.3226
REP.B008_YAPC_24H:A10,BRD-A68009927,daunorubicin,YAPC,trt_cp,0.08 uM,24 h,2,163,0.3877,0.254198,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.6633,3.4618,-1.3152
PBIOA015_HCC515_24H:D07,BRD-K43389675,daunorubicin,HCC515,trt_cp,10 uM,24 h,3,773,0.6646,0.72477,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.6576,3.4187,-1.3038
CPC006_NOMO1_6H:BRD-A35588707-001-03-0:1.25,BRD-A35588707,teniposide,NOMO1,trt_cp,1.25 uM,6 h,2,233,0.55,0.361984,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.6557,3.4003,-1.3
CPC006_NCIH2073_6H:BRD-K82135108-001-01-9:10,BRD-K82135108,elesclomol,NCIH2073,trt_cp,10 uM,6 h,2,76,0.16,0.111506,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.6536,3.3763,-1.2958
CPC014_A375_6H:N16,BRD-K85985071,ellipticine,A375,trt_cp,10 uM,6 h,2,290,0.4267,0.355706,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6535,3.375,-1.2956
CPC006_HCT116_6H:BRD-A71390734-001-01-7:0.08,BRD-A71390734,idarubicin,HCT116,trt_cp,0.08 uM,6 h,2,94,0.05,0.0693233,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6529,3.368,-1.2945
CVD001_HUH7_6H:BRD-K21680192-300-04-5:2.5,BRD-K21680192,mitoxantrone,HUH7,trt_cp,2.5 uM,6 h,3,494,0.63,0.564111,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.6508,3.3381,-1.2902
CPC011_HA1E_6H:BRD-K09471561-001-15-8:10,BRD-K09471561,levofloxacin,HA1E,trt_cp,10 uM,6 h,2,258,0.41,0.328876,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.6506,3.3358,-1.2899
REP.A020_MCF10A_24H:I19,BRD-K45152786,merbarone,MCF10A,trt_cp,10 uM,24 h,3,244,0.3324,0.287976,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6498,3.3237,-1.2884
LIVB002_HUH7_72H:O07,BRD-K04804440,ciprofloxacin,HUH7,trt_cp,10 uM,72 h,3,138,0.13,0.135438,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.6491,3.3116,-1.2869
CPC014_A549_24H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,A549,trt_cp,10 uM,24 h,3,485,0.69,0.58496,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6472,3.2792,-1.2831
